Datetime,Temp,Depth
2020-07-18 07:00:00,27.698,0.4
2020-07-18 07:00:00,27.66516667,0.6
2020-07-18 07:00:00,27.63233333,1
2020-07-18 07:00:00,27.63233333,3
2020-07-18 07:00:00,27.45166667,5
2020-07-18 07:00:00,27.10766667,7.5
2020-07-18 08:00:00,27.84566667,0.1
2020-07-18 08:00:00,27.64866667,0.2
2020-07-18 08:00:00,27.7475,0.4
2020-07-18 08:00:00,27.6815,0.6
2020-07-18 08:00:00,27.665,1
2020-07-18 08:00:00,27.58333333,3
2020-07-18 08:00:00,27.468,5
2020-07-18 08:00:00,27.15666667,7.5
2020-07-18 09:00:00,28.093,0.1
2020-07-18 09:00:00,27.7475,0.2
2020-07-18 09:00:00,27.7965,0.4
2020-07-18 09:00:00,27.7475,0.6
2020-07-18 09:00:00,27.64866667,1
2020-07-18 09:00:00,27.64866667,3
2020-07-18 09:00:00,27.534,5
2020-07-18 09:00:00,27.321,7.5
2020-07-18 10:00:00,28.3075,0.1
2020-07-18 10:00:00,27.928,0.2
2020-07-18 10:00:00,27.895,0.4
2020-07-18 10:00:00,27.79666667,0.6
2020-07-18 10:00:00,27.665,1
2020-07-18 10:00:00,27.665,3
2020-07-18 10:00:00,27.5175,5
2020-07-18 10:00:00,27.35366667,7.5
2020-07-18 11:00:00,28.50566667,0.1
2020-07-18 11:00:00,28.1095,0.2
2020-07-18 11:00:00,28.0435,0.4
2020-07-18 11:00:00,27.928,0.6
2020-07-18 11:00:00,27.731,1
2020-07-18 11:00:00,27.6815,3
2020-07-18 11:00:00,27.5175,5
2020-07-18 11:00:00,27.534,7.5
2020-07-18 12:00:00,28.62166667,0.1
2020-07-18 12:00:00,28.3075,0.2
2020-07-18 12:00:00,28.1425,0.4
2020-07-18 12:00:00,28.027,0.6
2020-07-18 12:00:00,27.895,1
2020-07-18 12:00:00,27.79666667,3
2020-07-18 12:00:00,27.63233333,5
2020-07-18 12:00:00,27.616,7.5
2020-07-18 13:00:00,28.63833333,0.1
2020-07-18 13:00:00,28.4395,0.2
2020-07-18 13:00:00,28.2415,0.4
2020-07-18 13:00:00,28.1425,0.6
2020-07-18 13:00:00,27.961,1
2020-07-18 13:00:00,27.862,3
2020-07-18 13:00:00,27.7145,5
2020-07-18 13:00:00,27.665,7.5
2020-07-18 14:00:00,28.63833333,0.1
2020-07-18 14:00:00,28.4725,0.2
2020-07-18 14:00:00,28.2745,0.4
2020-07-18 14:00:00,28.192,0.6
2020-07-18 14:00:00,28.06,1
2020-07-18 14:00:00,27.961,3
2020-07-18 14:00:00,27.813,5
2020-07-18 14:00:00,27.665,7.5
2020-07-18 15:00:00,28.63833333,0.1
2020-07-18 15:00:00,28.456,0.2
2020-07-18 15:00:00,28.3405,0.4
2020-07-18 15:00:00,28.2415,0.6
2020-07-18 15:00:00,28.126,1
2020-07-18 15:00:00,28.0435,3
2020-07-18 15:00:00,27.895,5
2020-07-18 15:00:00,27.731,7.5
2020-07-18 16:00:00,28.57166667,0.1
2020-07-18 16:00:00,28.423,0.2
2020-07-18 16:00:00,28.357,0.4
2020-07-18 16:00:00,28.258,0.6
2020-07-18 16:00:00,28.159,1
2020-07-18 16:00:00,28.1095,3
2020-07-18 16:00:00,27.961,5
2020-07-18 16:00:00,27.84566667,7.5
2020-07-18 17:00:00,28.489,0.1
2020-07-18 17:00:00,28.357,0.2
2020-07-18 17:00:00,28.357,0.4
2020-07-18 17:00:00,28.258,0.6
2020-07-18 17:00:00,28.2415,1
2020-07-18 17:00:00,28.159,3
2020-07-18 17:00:00,28.0435,5
2020-07-18 17:00:00,27.9115,7.5
2020-07-18 18:00:00,28.3735,0.1
2020-07-18 18:00:00,28.225,0.2
2020-07-18 18:00:00,28.3405,0.4
2020-07-18 18:00:00,28.258,0.6
2020-07-18 18:00:00,28.258,1
2020-07-18 18:00:00,28.2085,3
2020-07-18 18:00:00,28.06,5
2020-07-18 18:00:00,28.027,7.5
2020-07-18 19:00:00,28.2745,0.1
2020-07-18 19:00:00,28.1095,0.2
2020-07-18 19:00:00,28.258,0.4
2020-07-18 19:00:00,28.258,0.6
2020-07-18 19:00:00,28.258,1
2020-07-18 19:00:00,28.2415,3
2020-07-18 19:00:00,28.0765,5
2020-07-18 19:00:00,28.06,7.5
2020-07-18 20:00:00,28.1755,0.1
2020-07-18 20:00:00,28.06,0.2
2020-07-18 20:00:00,28.258,0.4
2020-07-18 20:00:00,28.258,0.6
2020-07-18 20:00:00,28.225,1
2020-07-18 20:00:00,28.225,3
2020-07-18 20:00:00,28.06,5
2020-07-18 20:00:00,28.159,7.5
2020-07-18 21:00:00,28.1755,0.1
2020-07-18 21:00:00,28.06,0.2
2020-07-18 21:00:00,28.258,0.4
2020-07-18 21:00:00,28.258,0.6
2020-07-18 21:00:00,28.2415,1
2020-07-18 21:00:00,28.225,3
2020-07-18 21:00:00,28.0765,5
2020-07-18 21:00:00,28.126,7.5
2020-07-18 22:00:00,28.192,0.1
2020-07-18 22:00:00,28.06,0.2
2020-07-18 22:00:00,28.258,0.4
2020-07-18 22:00:00,28.258,0.6
2020-07-18 22:00:00,28.258,1
2020-07-18 22:00:00,28.258,3
2020-07-18 22:00:00,28.126,5
2020-07-18 22:00:00,28.093,7.5
2020-07-18 23:00:00,28.159,0.1
2020-07-18 23:00:00,28.06,0.2
2020-07-18 23:00:00,28.258,0.4
2020-07-18 23:00:00,28.258,0.6
2020-07-18 23:00:00,28.225,1
2020-07-18 23:00:00,28.225,3
2020-07-18 23:00:00,28.093,5
2020-07-18 23:00:00,28.0435,7.5
2020-07-19 00:00:00,28.159,0.1
2020-07-19 00:00:00,28.0105,0.2
2020-07-19 00:00:00,28.1755,0.4
2020-07-19 00:00:00,28.1755,0.6
2020-07-19 00:00:00,28.159,1
2020-07-19 00:00:00,28.159,3
2020-07-19 00:00:00,28.06,5
2020-07-19 00:00:00,28.0765,7.5
2020-07-19 01:00:00,28.159,0.1
2020-07-19 01:00:00,27.9775,0.2
2020-07-19 01:00:00,28.1755,0.4
2020-07-19 01:00:00,28.159,0.6
2020-07-19 01:00:00,28.159,1
2020-07-19 01:00:00,28.159,3
2020-07-19 01:00:00,28.06,5
2020-07-19 01:00:00,28.06,7.5
2020-07-19 02:00:00,28.06,0.1
